"SysExp","Processeur","RefProcesseur","Mémoire","Disque Dur","Carte Graphique","Réf Carte graphique","Taille Ecran","NomDuProduit","Prix","ImageDuProduit","Fabricant","NomDuFabricant"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","PC Portable HP Victus 16-d0000nk ",4674,"https://www.tunisianet.com.tn/257760-large/pc-portable-hp-victus-16-d0000nk-i7-11800h-24-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","14""","PC Portable HP Spectre x360 Convertible 14-ea1004nk Tactile ",4625,"https://www.tunisianet.com.tn/242237-large/pc-portable-hp-spectre-x360-convertible-14-ea1004nk-tactile-i7-11e-gen-8-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To","Nvidia GeForce","Nvidia GeForce RTX 2080, 8 Go de mémoire dédiée","15.6""","Pc portable HP OMEN 15-dh1006nk ",4614,"https://www.tunisianet.com.tn/186456-large/pc-portable-hp-omen-15-dh1006nk-i7-10e-gen-24-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","PC Portable HP Victus 16-d0000nk ",4549,"https://www.tunisianet.com.tn/257754-large/pc-portable-hp-victus-16-d0000nk-i7-11800h-16-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel UHD Graphics","13.3""","Pc Portable Dell Latitude 7320 ",4539,"https://www.tunisianet.com.tn/217309-large/pc-portable-dell-latitude-7320-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To","Nvidia GeForce","Nvidia GeForce RTX 2080, 8 Go de mémoire dédiée","15.6""","Pc portable HP OMEN 15-dh1006nk ",4499,"https://www.tunisianet.com.tn/186152-large/pc-portable-hp-omen-15-dh1006nk-i7-10e-gen-16-go-1-jeu-offert.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","16""","Pc portable Asus Vivobook Pro 16X M7600 ",4499,"https://www.tunisianet.com.tn/248882-large/pc-portable-asus-vivobook-pro-16x-m7600-i7-11370h-16-go-rtx-3050-4g-win11.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","PC Portable Lenovo ThinkBook 15p G2 ITH ",4499,"https://www.tunisianet.com.tn/256839-large/pc-portable-lenovo-thinkbook-15p-g2-ith-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"FreeDos","Intel Core i5","Intel Core i5-1155G7, 11è Génération, up to 4.5 Ghz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",4449,"https://www.tunisianet.com.tn/240000-large/pc-portable-gamer-msi-katana-gf76-i7-11e-gen-rtx-3060-6g-8-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","48 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0006nk ",4449,"https://www.tunisianet.com.tn/250264-large/pc-portable-hp-victus-16-e0006nk-ryzen-7-5800h-48-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0006nk ",4429,"https://www.tunisianet.com.tn/239910-large/pc-portable-hp-victus-16-d0006nk-i7-11e-gen-32-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","PC Portable Gamer MSI Katana GF66 12UD-216TN ",4419,"https://www.tunisianet.com.tn/243706-large/pc-portable-gamer-msi-katana-gf66-12ud-216tn-i7-12e-gen-rtx-3050-ti-4go-32-go-windows-11.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","15.6""","PC Portable Lenovo Legion 5 15ITH6H ",4399,"https://www.tunisianet.com.tn/258145-large/pc-portable-lenovo-legion-5-15ith6h-i5-11400h-rtx-3060-6gb-16-go-1-to-ssd-noir-souris-lenovo-legion-m300-rgb-gaming-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0007nk ",4379,"https://www.tunisianet.com.tn/250299-large/pc-portable-hp-victus-16-d0007nk-i5-11e-gen-64-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0001nk ",4379,"https://www.tunisianet.com.tn/250285-large/pc-portable-hp-victus-16-d0001nk-i5-11e-gen-64-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0007nk ",4369,"https://www.tunisianet.com.tn/250417-large/pc-portable-hp-victus-16-e0007nk-ryzen-5-5600h-64-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Graphique Intégrée","Intel Iris X","13.3""","Pc portable ASUS ZenBook Flip 13 UX363EA ",4359,"https://www.tunisianet.com.tn/224173-large/pc-portable-asus-zenbook-flip-13-ux363ea-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 10","Intel Core i7","Intel Core i7-10510U 10è Génération , 1.8 Ghz up to 4.9 GHz, 8 Mo de cache","32 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0000nk ",4329,"https://www.tunisianet.com.tn/249249-large/pc-portable-hp-victus-16-e0000nk-amd-ryzen-7-32-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0006nk ",4249,"https://www.tunisianet.com.tn/239904-large/pc-portable-hp-victus-16-d0006nk-i7-11e-gen-24-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","8 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe Graphics","14""","PC Portable HP Spectre x360 Convertible 14-ea1001nk Tactile ",4229,"https://www.tunisianet.com.tn/242251-large/pc-portable-hp-spectre-x360-convertible-14-ea1001nk-tactile-i5-11e-gen-8-go-gris.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","1 To","Nvidia GeForce","Nvidia GeForce RTX 2070, 8 Go de mémoire dédiée","15.6""","Pc portable HP OMEN 15-dh1007nk ",4229,"https://www.tunisianet.com.tn/186452-large/pc-portable-hp-omen-15-dh1007nk-i7-10e-gen-32-go-1-jeu-offert.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0006nk ",4219,"https://www.tunisianet.com.tn/239882-large/pc-portable-hp-victus-16-e0006nk-ryzen-7-5800h-32-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0000nk ",4214,"https://www.tunisianet.com.tn/249242-large/pc-portable-hp-victus-16-e0000nk-amd-ryzen-7-24-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Gamer MSI Katana GF66 12UD-216TN ",4189,"https://www.tunisianet.com.tn/239975-large/pc-portable-gamer-msi-katana-gf66-12ud-216tn-i7-12e-gen-rtx-3050-ti-4go-16-go-windows-11.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","15.6""","Pc portable Gamer MSI Sword 15 12U ",4179,"https://www.tunisianet.com.tn/249944-large/pc-portable-gamer-msi-sword-15-12u-i5-12e-gen-rtx-3050-4go-64-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0006nk ",4179,"https://www.tunisianet.com.tn/237031-large/pc-portable-hp-victus-16-d0006nk-i7-11e-gen-16-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","nVIDIA GeForce MX450, 2 Go de mémoire dédiée","Full HD","PC Portable HP Envy 13-ba1004nk ",4179,"https://www.tunisianet.com.tn/226834-large/pc-portable-hp-envy-13-ba1004nk-i7-11e-gen-16-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable HP Pavilion Gaming 15-dk2007nk ",4169,"https://www.tunisianet.com.tn/250391-large/pc-portable-hp-pavilion-gaming-15-dk2007nk-i7-11e-gen-64-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",4159,"https://www.tunisianet.com.tn/229299-large/pc-portable-gamer-msi-katana-gf76-i7-11e-gen-rtx-3050-ti-4-go-16-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","PC Portable Dell Latitude 5420 Tactile ",4148,"https://www.tunisianet.com.tn/244535-large/pc-portable-dell-latitude-5420-tactile-i7-11e-gen-32-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","48 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0007nk ",4139,"https://www.tunisianet.com.tn/250292-large/pc-portable-hp-victus-16-d0007nk-i5-11e-gen-48-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","48 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-d0001nk ",4139,"https://www.tunisianet.com.tn/250278-large/pc-portable-hp-victus-16-d0001nk-i5-11e-gen-48-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1155G7, 11è Génération, up to 4.5 Ghz, 8 Mo de mémoire cache","48 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0007nk ",4129,"https://www.tunisianet.com.tn/250410-large/pc-portable-hp-victus-16-e0007nk-ryzen-5-5600h-48-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Gamer MSI Katana GF66 12UD-217TN ",4119,"https://www.tunisianet.com.tn/249769-large/pc-portable-gamer-msi-katana-gf66-12ud-217tn-i5-12e-gen-rtx-3050-ti-4go-32-go-windows-11.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 2060, 6 Go de mémoire dédiée","15.6""","Pc portable Lenovo Legion 5 15IMH05H ",4115,"https://www.tunisianet.com.tn/236091-large/pc-portable-lenovo-legion-5-15imh05h-i7-10e-gen-32-go-noir-souris-lenovo-legion-m300-rgb-gaming-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To","Nvidia GeForce","Nvidia GeForce RTX 2070, 8 Go de mémoire dédiée","15.6""","Pc portable HP OMEN 15-dh1007nk ",4114,"https://www.tunisianet.com.tn/186447-large/pc-portable-hp-omen-15-dh1007nk-i7-10e-gen-24-go-1-jeu-offert.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","AMD Ryzen 5","Processeur AMD Ryzen 5-5600H , up to 4.2 GHz , 16 Mo de mémoire cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0000nk ",4099,"https://www.tunisianet.com.tn/249230-large/pc-portable-hp-victus-16-e0000nk-amd-ryzen-7-16-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"FreeDos","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",4089,"https://www.tunisianet.com.tn/231654-large/pc-portable-gamer-msi-katana-gf76-i7-11e-gen-rtx-3050-4-go-24-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","PC portable HP Victus 16-e0006nk ",4074,"https://www.tunisianet.com.tn/243731-large/pc-portable-hp-victus-16-e0006nk-ryzen-7-5800h-24-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","16""","Pc portable Asus Vivobook Pro 16X M7600 ",4059,"https://www.tunisianet.com.tn/230052-large/pc-portable-asus-vivobook-pro-16x-m7600-amd-ryzen-r7-5800h-16-go-rtx-3050-4g-win10.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","PC Portable Dell Latitude 5420 Tactile ",4058,"https://www.tunisianet.com.tn/244527-large/pc-portable-dell-latitude-5420-tactile-i7-11e-gen-24-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","24 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 2060, 6 Go de mémoire dédiée","15.6""","Pc portable Lenovo Legion 5 15IMH05H ",4035,"https://www.tunisianet.com.tn/236082-large/pc-portable-lenovo-legion-5-15imh05h-i7-10e-gen-24-go-noir-souris-lenovo-legion-m300-rgb-gaming-offerte.jpg","https://www.tunisianet.com.tn/img/m/3.jpg","Lenovo"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","17.3""","PC Portable HP Pavilion Gaming 17-CD2005NK ",4029,"https://www.tunisianet.com.tn/244144-large/pc-portable-hp-pavilion-gaming-17-cd2005nk-i7-11e-gen-32-go-rtx-3050ti-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Processeur Intel Core i5-10300H, (up to 4.5 Ghz, 8 Mo de mémoire cache)","64 Go"," 1 To + 256 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable HP Pavilion Gaming 15-ec2009nk ",4029,"https://www.tunisianet.com.tn/250378-large/pc-portable-hp-pavilion-gaming-15-ec2009nk-ryzen-7-5800h-64-go-rtx-3050-4g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 10","Intel Core i5","Processeur Intel Core i5-10300H, (up to 4.5 Ghz, 8 Mo de mémoire cache)","32 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","17.3""","Pc portable Asus ROG Strix G17 G713IE-HX004W ",4023,"https://www.tunisianet.com.tn/255952-large/pc-portable-asus-rog-strix-g17-g713ie-hx004w-ryzen-7-4800h-32-go-gris.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","32 Go","512 Go SSD","Graphique Intégrée","Intel Iris Xe","14""","Pc Portable Dell Latitude 5420 ",4018,"https://www.tunisianet.com.tn/249923-large/pc-portable-dell-latitude-5420-i7-11e-gen-32-go-512-go-ssd.jpg","https://www.tunisianet.com.tn/img/m/29.jpg","Dell"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","1 To","Nvidia GeForce","Nvidia GeForce RTX 2070, 8 Go de mémoire dédiée","15.6""","Pc portable HP OMEN 15-dh1007nk ",3999,"https://www.tunisianet.com.tn/186397-large/pc-portable-hp-omen-15-dh1007nk-i7-10e-gen-16-go-1-jeu-offert.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","64 Go"," 1 To + 256 Go SSD","Nvidia GeForce","NVIDIA GeForce GTX 1650, 4 Go de mémoire dédiée","17.3""","Pc portable HP Pavilion Gaming 17-cd2009nk ",3995,"https://www.tunisianet.com.tn/250347-large/pc-portable-hp-pavilion-gaming-17-cd2009nk-i7-11e-gen-64-go.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
"Windows 11","Intel Core i7","Intel Core i7-1165G7, 11éme Génération, 2.8 Ghz up to 4.7 Ghz, 12 Mo de mémoire cache","24 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Gamer MSI Katana GF66 12UD-217TN ",3994,"https://www.tunisianet.com.tn/249764-large/pc-portable-gamer-msi-katana-gf66-12ud-217tn-i5-12e-gen-rtx-3050-ti-4go-24-go-windows-11.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"FreeDos","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","16 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée","17.3""","Pc portable Gamer MSI Katana GF76 ",3989,"https://www.tunisianet.com.tn/229310-large/pc-portable-gamer-msi-katana-gf76-i7-11e-gen-rtx-3050-4-go-16-go.jpg","https://www.tunisianet.com.tn/img/m/339.jpg","MSI"
"Windows 10","Intel Core i5","Intel Core i5-1135G7, 11è Génération, 2.4 Ghz up to 4.2 Ghz, 8 Mo de mémoire cache","40 Go","512 Go SSD","Nvidia GeForce","Nvidia GeForce RTX 3050 Ti, 4 Go de mémoire Dédiée","15.6""","Pc portable Asus TUF Gaming FX516PE ",3964,"https://www.tunisianet.com.tn/250726-large/pc-portable-asus-tuf-gaming-fx516pe-i7-11e-gen-40-go-rtx-3050ti-gris-1-jeu-au-choix-offert.jpg","https://www.tunisianet.com.tn/img/m/79.jpg","Asus"
"Windows 11","Intel Core i5","Intel Core i5-10210U, 1.60 GHz jusqu'à 4.10 GHz, 6 Mo de cache","16 Go","1 To SSD","Nvidia GeForce","Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée","16""","Pc portable HP Victus 16-e0006nk ",3959,"https://www.tunisianet.com.tn/237043-large/pc-portable-hp-victus-16-e0006nk-ryzen-7-5800h-16-go-rtx-3060-6g.jpg","https://www.tunisianet.com.tn/img/m/6.jpg","HP"
